_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,if_you_had_difficulties_answering_these_questions_please_explain_here_why,speaker_a__is_selfcentered,speaker_a_gives_up_his_position_in_the_negotiation,speaker_a_is_demanding,speaker_a_likes_italian_restaurants,speaker_a_makes_concessions_in_the_negotiation,speaker_a_presses_his_position_in_the_negotiation,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_a_takes_the_initiative_in_the_negotiation,speaker_a_takes_the_lead_in_the_negotiation,speaker_b_doesnt_like_chinese_restaurants,speaker_b_gives_up_his_position_in_the_negotiation,speaker_b_is_demanding,speaker_b_is_selfcentered,speaker_b_makes_concessions_in_the_negotiation,speaker_b_presses_his_position_in_the_negotiation,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_b_takes_the_initiative_in_the_negotiation,speaker_b_takes_the_lead_in_the_negotiation,content,if_you_had_difficulties_answering_these_questions_please_explain_here_why_gold,speaker_a__is_selfcentered_gold,speaker_a_gives_up_his_position_in_the_negotiation_gold,speaker_a_is_demanding_gold,speaker_a_likes_italian_restaurants_gold,speaker_a_makes_concessions_in_the_negotiation_gold,speaker_a_presses_his_position_in_the_negotiation_gold,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_a_takes_the_initiative_in_the_negotiation_gold,speaker_a_takes_the_lead_in_the_negotiation_gold,speaker_b_doesnt_like_chinese_restaurants_gold,speaker_b_gives_up_his_position_in_the_negotiation_gold,speaker_b_is_demanding_gold,speaker_b_is_selfcentered_gold,speaker_b_makes_concessions_in_the_negotiation_gold,speaker_b_presses_his_position_in_the_negotiation_gold,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_b_takes_the_initiative_in_the_negotiation_gold,speaker_b_takes_the_lead_in_the_negotiation_gold
1168714456,3/1/2017 15:09:15,2407687375,3/1/2017 15:07:03,false,bitcoinget,0.4545,40404524,USA,NY,Buffalo,23.229.16.228,,4,2,4,2,4,2,2,4,4,4,4,4,3,4,4,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:12:08,2407689350,3/1/2017 15:08:44,false,elite,0.3472,41502611,USA,NY,New York,162.243.69.243,,5,1,4,1,2,5,1,5,5,5,5,3,2,5,4,2,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:13:48,2407690350,3/1/2017 15:11:57,false,prodege,0.3803,8308030,USA,GA,Lawrenceville,64.134.180.88,,4,2,5,2,2,5,2,5,5,4,5,2,2,5,2,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:17:56,2407693395,3/1/2017 15:13:01,false,getpaid,0.4524,39339973,CAN,SK,Regina,24.89.119.182,,3,2,4,1,4,4,4,4,4,5,4,2,3,4,4,4,4,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:21:24,2407696097,3/1/2017 15:19:15,false,gifthulk,0.3111,31714628,USA,FL,Spring Hill,173.168.223.3,,5,1,5,1,1,5,1,5,5,5,5,1,1,5,1,4,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:24:34,2407698625,3/1/2017 15:22:32,false,neodev,0.3403,11102360,USA,GA,Grayson,76.17.48.238,,3,2,3,1,4,4,3,4,5,1,3,1,2,5,5,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:24:56,2407698892,3/1/2017 15:23:35,false,instagc,0.4346,35903629,GBR,V7,Irvine,2.126.88.138,,4,2,3,1,2,4,2,4,4,5,5,2,2,5,3,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:25:08,2407699048,3/1/2017 15:22:42,false,elite,0.358,29768955,GBR,H2,Lancaster,81.157.144.233,,5,1,5,1,1,4,1,5,5,5,5,1,1,5,2,4,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:25:27,2407699290,3/1/2017 15:23:23,false,instagc,0.424,13901063,USA,MD,Sykesville,73.191.100.51,,5,1,5,1,1,5,1,5,5,5,5,2,1,5,4,4,1,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:27:14,2407700611,3/1/2017 15:25:34,false,clixsense,0.2889,24835873,GBR,"","",79.76.99.49,,3,3,3,1,3,4,4,3,4,5,3,3,3,4,2,3,2,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:28:05,2407701236,3/1/2017 15:24:39,false,clixsense,0.3783,6498263,CAN,NB,Moncton,99.252.1.198,,4,1,5,5,1,5,1,4,5,5,5,2,2,5,1,4,4,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:30:33,2407703025,3/1/2017 15:27:49,false,neodev,0.3687,20306047,GBR,C3,Huntingdon,79.68.56.121,,4,2,4,1,3,4,3,5,4,5,3,2,3,4,3,3,2,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:33:29,2407705171,3/1/2017 15:29:28,false,clixsense,0.3551,28335646,GBR,E6,Gloucester,90.255.69.176,,5,1,5,1,1,5,1,5,5,5,5,1,1,5,1,2,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:33:40,2407705236,3/1/2017 15:32:34,false,instagc,0.3773,34824899,USA,CA,"",75.104.69.134,,4,2,4,1,3,4,3,4,4,1,4,2,2,4,3,4,2,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:46:14,2407715188,3/1/2017 15:19:57,false,bitcoinget,0.3511,40493244,USA,TX,Dallas,142.0.194.182,,4,2,4,2,3,2,2,4,4,2,4,2,2,2,3,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:59:08,2407726820,3/1/2017 15:56:36,false,prodege,0.391,20464581,IRL,20,Mayo,86.45.234.28,,5,2,4,1,4,5,1,2,4,5,4,2,2,4,5,5,4,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714456,3/1/2017 15:59:16,2407726930,3/1/2017 15:54:38,false,neodev,0.3141,38698960,USA,NJ,Edison,196.53.44.57,"no, any difficulties",4,1,4,5,4,5,1,5,5,4,4,1,4,4,4,4,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>A: ""I don't like Italian restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like French restaurants?""<br><br>A: ""I don't like French restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like Korean restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to a restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a restaurant on the south side.""<br><br>A: ""Let's go to the Shanghai. It's a quiet, cheap Chinese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Shanghai restaurant.""<br>",,,,,,,,,,,,,,,,,,,
