_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,if_you_had_difficulties_answering_these_questions_please_explain_here_why,speaker_a__is_selfcentered,speaker_a_gives_up_his_position_in_the_negotiation,speaker_a_is_demanding,speaker_a_likes_expensive_restaurants,speaker_a_makes_concessions_in_the_negotiation,speaker_a_presses_his_position_in_the_negotiation,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_a_takes_the_initiative_in_the_negotiation,speaker_a_takes_the_lead_in_the_negotiation,speaker_b_gives_up_his_position_in_the_negotiation,speaker_b_is_demanding,speaker_b_is_selfcentered,speaker_b_likes_chinese_restaurants,speaker_b_makes_concessions_in_the_negotiation,speaker_b_presses_his_position_in_the_negotiation,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant,speaker_b_takes_the_initiative_in_the_negotiation,speaker_b_takes_the_lead_in_the_negotiation,content,if_you_had_difficulties_answering_these_questions_please_explain_here_why_gold,speaker_a__is_selfcentered_gold,speaker_a_gives_up_his_position_in_the_negotiation_gold,speaker_a_is_demanding_gold,speaker_a_likes_expensive_restaurants_gold,speaker_a_makes_concessions_in_the_negotiation_gold,speaker_a_presses_his_position_in_the_negotiation_gold,speaker_a_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_a_takes_the_initiative_in_the_negotiation_gold,speaker_a_takes_the_lead_in_the_negotiation_gold,speaker_b_gives_up_his_position_in_the_negotiation_gold,speaker_b_is_demanding_gold,speaker_b_is_selfcentered_gold,speaker_b_likes_chinese_restaurants_gold,speaker_b_makes_concessions_in_the_negotiation_gold,speaker_b_presses_his_position_in_the_negotiation_gold,speaker_b_takes_his_friends_preferences_into_account_in_the_choice_of_the_restaurant_gold,speaker_b_takes_the_initiative_in_the_negotiation_gold,speaker_b_takes_the_lead_in_the_negotiation_gold
1168714782,3/2/2017 09:36:38,2408563551,3/2/2017 09:27:42,false,neodev,0.3636,25185311,USA,PA,Allentown,108.36.135.129,Speaker B was a little hard to rate because B took a few different negotiation  positions and deciding what was the best rating for some questions  was tricky as there was no guidelines on how to weight the  dialogue.,5,1,5,1,1,5,1,4,5,5,1,2,1,5,1,4,4,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:37:01,2408563689,3/2/2017 09:19:32,false,tremorgames,0.4722,39226056,USA,"","",107.77.215.131,,5,1,5,1,2,5,2,2,2,4,2,2,1,5,2,4,4,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:39:02,2408564787,3/2/2017 09:32:52,false,clixsense,0.4017,28335646,GBR,"","",90.252.181.232,,3,1,4,1,1,4,4,5,5,4,1,2,1,4,1,5,1,1,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:43:02,2408566658,3/2/2017 09:41:53,false,instagc,0.369,27770607,USA,TX,El Paso,173.175.172.255,,2,4,2,4,4,3,4,4,4,2,4,2,1,4,2,4,3,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:47:08,2408568678,3/2/2017 09:45:04,false,clixsense,0.4593,17663645,GBR,Q4,Worcester,86.165.52.139,,2,2,2,1,4,4,4,2,4,2,2,2,1,4,4,4,4,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:48:14,2408569100,3/2/2017 09:45:52,false,prodege,0.3021,2034278,USA,NJ,Toms River,73.150.200.26,,4,2,4,3,2,4,2,4,4,3,3,3,4,4,2,5,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:52:54,2408571410,3/2/2017 09:42:14,false,clixsense,0.3856,6488338,USA,HI,Kapolei,76.172.50.185,,2,2,1,1,4,2,4,4,4,4,3,1,1,4,4,5,4,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:54:56,2408572448,3/2/2017 09:51:16,false,instagc,0.5216,19425875,USA,OH,Mansfield,76.5.100.170,,3,2,5,1,4,4,4,4,4,4,2,2,1,4,2,4,4,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:56:06,2408572998,3/2/2017 09:52:37,false,bitcoinget,0.3977,40404524,USA,UT,Providence,107.182.233.227,,4,2,4,2,4,4,3,4,4,4,2,2,2,2,3,4,4,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:56:49,2408573327,3/2/2017 09:55:13,false,clixsense,0.3361,13121046,CAN,QC,Trois-rivières,24.122.109.208,,3,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:57:12,2408573503,3/2/2017 09:49:41,false,prodege,0.4603,1883056,CAN,NB,Bathurst,47.54.165.75,,4,2,4,2,4,4,4,4,5,4,2,2,2,4,2,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 09:58:29,2408574126,3/2/2017 09:56:49,false,clixsense,0.2626,24835873,GBR,"","",79.76.111.101,,3,3,3,1,3,3,3,3,3,3,3,3,1,4,3,4,3,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 10:00:01,2408574852,3/2/2017 09:56:49,false,clixsense,0.4227,24785317,JAM,08,Kingston,72.252.29.32,,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,4,2,2,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
1168714782,3/2/2017 10:01:10,2408575558,3/2/2017 10:00:50,false,neodev,0.1481,41489275,AUS,04,Wooloowin,27.33.243.149,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"<br>A: ""Let's go to a Chinese restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""I don't like Chinese restaurants, let's choose something else.""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>A: ""I don't like expensive restaurants.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>A: ""Let's go to a cheap restaurant.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to a cheap restaurant.""<br><br>A: ""Let's go to the Sap. It's a quiet, cheap Japanese restaurant on the south side.""<br><br>&nbsp&nbsp&nbsp&nbspB: ""Okay, let's go to the Sap restaurant.""<br>",,,,,,,,,,,,,,,,,,,
